"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Avg. Travel Time to Work (in Minutes)","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"City","Huntley","MT","3038200","=""3038200""","N/A","2019-2023","2020","Census","United States"
"City","Huson","MT","3038275","=""3038275""","N/A","2019-2023","2020","Census","United States"
"City","Hysham","MT","3038350","=""3038350""","N/A","2019-2023","2020","Census","United States"
"City","Indian Springs","MT","3038480","=""3038480""","N/A","2019-2023","2020","Census","United States"
"City","Inverness","MT","3038725","=""3038725""","N/A","2019-2023","2020","Census","United States"
"City","Ismay","MT","3038950","=""3038950""","N/A","2019-2023","2020","Census","United States"
"City","Jackson","MT","3039025","=""3039025""","N/A","2019-2023","2020","Census","United States"
"City","Jardine","MT","3039175","=""3039175""","N/A","2019-2023","2020","Census","United States"
"City","Jeffers","MT","3039325","=""3039325""","N/A","2019-2023","2020","Census","United States"
"City","Jefferson City","MT","3039400","=""3039400""","N/A","2019-2023","2020","Census","United States"
"City","Jette","MT","3039627","=""3039627""","N/A","2019-2023","2020","Census","United States"
"City","Joliet","MT","3039700","=""3039700""","N/A","2019-2023","2020","Census","United States"
"City","Joplin","MT","3039775","=""3039775""","N/A","2019-2023","2020","Census","United States"
"City","Jordan","MT","3039925","=""3039925""","N/A","2019-2023","2020","Census","United States"
"City","Judith Gap","MT","3040000","=""3040000""","N/A","2019-2023","2020","Census","United States"
"City","Kalispell","MT","3040075","=""3040075""","14","2019-2023","2020","Census","United States"
"City","Kerr","MT","3040355","=""3040355""","N/A","2019-2023","2020","Census","United States"
"City","Kevin","MT","3040525","=""3040525""","N/A","2019-2023","2020","Census","United States"
"City","Kicking Horse","MT","3040580","=""3040580""","N/A","2019-2023","2020","Census","United States"
"City","Kila","MT","3040675","=""3040675""","N/A","2019-2023","2020","Census","United States"
"City","Kilby Butte Colony","MT","3040680","=""3040680""","N/A","2019-2023","2020","Census","United States"
"City","King Arthur Park","MT","3040685","=""3040685""","N/A","2019-2023","2020","Census","United States"
"City","King Ranch Colony","MT","3040718","=""3040718""","N/A","2019-2023","2020","Census","United States"
"City","Kingsbury Colony","MT","3040720","=""3040720""","N/A","2019-2023","2020","Census","United States"
"City","Kings Point","MT","3040725","=""3040725""","N/A","2019-2023","2020","Census","United States"
"City","Klein","MT","3041050","=""3041050""","N/A","2019-2023","2020","Census","United States"
"City","Kremlin","MT","3041725","=""3041725""","N/A","2019-2023","2020","Census","United States"
"City","Lake Mary Ronan","MT","3041910","=""3041910""","N/A","2019-2023","2020","Census","United States"
"City","Lakeside","MT","3041950","=""3041950""","N/A","2019-2023","2020","Census","United States"
"City","Lakeview","MT","3042100","=""3042100""","N/A","2019-2023","2020","Census","United States"
"City","Lame Deer","MT","3042250","=""3042250""","N/A","2019-2023","2020","Census","United States"
"City","Landusky","MT","3042325","=""3042325""","N/A","2019-2023","2020","Census","United States"
"City","Laredo","MT","3042475","=""3042475""","N/A","2019-2023","2020","Census","United States"
"City","Laurel","MT","3042700","=""3042700""","N/A","2019-2023","2020","Census","United States"
"City","Lavina","MT","3042850","=""3042850""","N/A","2019-2023","2020","Census","United States"
"City","Lewistown","MT","3043375","=""3043375""","N/A","2019-2023","2020","Census","United States"
"City","Lewistown Heights","MT","3043400","=""3043400""","N/A","2019-2023","2020","Census","United States"
"City","Libby","MT","3043450","=""3043450""","N/A","2019-2023","2020","Census","United States"
"City","Lima","MT","3043525","=""3043525""","N/A","2019-2023","2020","Census","United States"
"City","Lincoln","MT","3043675","=""3043675""","N/A","2019-2023","2020","Census","United States"
"City","Lindisfarne","MT","3043710","=""3043710""","N/A","2019-2023","2020","Census","United States"
"City","Lindsay","MT","3043750","=""3043750""","N/A","2019-2023","2020","Census","United States"
"City","Little Bitterroot Lake","MT","3043830","=""3043830""","N/A","2019-2023","2020","Census","United States"
"City","Little Browning","MT","3043835","=""3043835""","N/A","2019-2023","2020","Census","United States"
"City","Livingston","MT","3043975","=""3043975""","23","2019-2023","2020","Census","United States"
"City","Lockwood","MT","3044200","=""3044200""","22","2019-2023","2020","Census","United States"
"City","Lodge Grass","MT","3044275","=""3044275""","N/A","2019-2023","2020","Census","United States"
"City","Lodge Pole","MT","3044350","=""3044350""","N/A","2019-2023","2020","Census","United States"
"City","Logan","MT","3044500","=""3044500""","N/A","2019-2023","2020","Census","United States"
"City","Lolo","MT","3044650","=""3044650""","25","2019-2023","2020","Census","United States"
"City","Loma","MT","3044800","=""3044800""","N/A","2019-2023","2020","Census","United States"
"City","Lonepine","MT","3044950","=""3044950""","N/A","2019-2023","2020","Census","United States"
"City","Loring Colony","MT","3045179","=""3045179""","N/A","2019-2023","2020","Census","United States"
"City","Luther","MT","3046150","=""3046150""","N/A","2019-2023","2020","Census","United States"
"City","McAllister","MT","3046225","=""3046225""","N/A","2019-2023","2020","Census","United States"
"City","Malmstrom AFB","MT","3047275","=""3047275""","N/A","2019-2023","2020","Census","United States"
"City","Malta","MT","3047425","=""3047425""","N/A","2019-2023","2020","Census","United States"
"City","Mammoth","MT","3047460","=""3047460""","N/A","2019-2023","2020","Census","United States"
"City","Manhattan","MT","3047575","=""3047575""","N/A","2019-2023","2020","Census","United States"
"City","Marion","MT","3047875","=""3047875""","N/A","2019-2023","2020","Census","United States"
"City","Martin City","MT","3048100","=""3048100""","N/A","2019-2023","2020","Census","United States"
"City","Martinsdale","MT","3048175","=""3048175""","N/A","2019-2023","2020","Census","United States"
"City","Martinsdale Colony","MT","3048190","=""3048190""","N/A","2019-2023","2020","Census","United States"
"City","Marysville","MT","3048250","=""3048250""","N/A","2019-2023","2020","Census","United States"
"City","Maverick Mountain","MT","3048585","=""3048585""","N/A","2019-2023","2020","Census","United States"
"City","Maxville","MT","3048625","=""3048625""","N/A","2019-2023","2020","Census","United States"
"City","Medicine Lake","MT","3048775","=""3048775""","N/A","2019-2023","2020","Census","United States"
"City","Melstone","MT","3049000","=""3049000""","N/A","2019-2023","2020","Census","United States"
"City","Midway Colony","MT","3049418","=""3049418""","N/A","2019-2023","2020","Census","United States"
"City","Miles City","MT","3049525","=""3049525""","N/A","2019-2023","2020","Census","United States"
"City","Milford Colony","MT","3049600","=""3049600""","N/A","2019-2023","2020","Census","United States"
"City","Miller Colony","MT","3049750","=""3049750""","N/A","2019-2023","2020","Census","United States"
"City","Missoula","MT","3050200","=""3050200""","17","2019-2023","2020","Census","United States"
"City","Moccasin","MT","3050575","=""3050575""","N/A","2019-2023","2020","Census","United States"
"City","Monarch","MT","3050950","=""3050950""","N/A","2019-2023","2020","Census","United States"
"City","Montana City","MT","3051175","=""3051175""","N/A","2019-2023","2020","Census","United States"
"City","Montaqua","MT","3051475","=""3051475""","N/A","2019-2023","2020","Census","United States"
"City","Moore","MT","3051550","=""3051550""","N/A","2019-2023","2020","Census","United States"
"City","Mountain View Colony","MT","3052185","=""3052185""","N/A","2019-2023","2020","Census","United States"
"City","Muddy","MT","3052315","=""3052315""","N/A","2019-2023","2020","Census","United States"
"City","Musselshell","MT","3052600","=""3052600""","N/A","2019-2023","2020","Census","United States"
"City","Nashua","MT","3052900","=""3052900""","N/A","2019-2023","2020","Census","United States"
"City","Neihart","MT","3053200","=""3053200""","N/A","2019-2023","2020","Census","United States"
"City","New Miami Colony","MT","3053476","=""3053476""","N/A","2019-2023","2020","Census","United States"
"City","New Rockport Colony","MT","3053500","=""3053500""","N/A","2019-2023","2020","Census","United States"
"City","Niarada","MT","3053725","=""3053725""","N/A","2019-2023","2020","Census","United States"
"City","Nibbe","MT","3053800","=""3053800""","N/A","2019-2023","2020","Census","United States"
"City","Norris","MT","3054475","=""3054475""","N/A","2019-2023","2020","Census","United States"
"City","North Browning","MT","3054510","=""3054510""","N/A","2019-2023","2020","Census","United States"
"City","North Harlem Colony","MT","3054684","=""3054684""","N/A","2019-2023","2020","Census","United States"
"City","Noxon","MT","3054925","=""3054925""","N/A","2019-2023","2020","Census","United States"
"City","Nye","MT","3055075","=""3055075""","N/A","2019-2023","2020","Census","United States"
"City","Old Agency","MT","3055260","=""3055260""","N/A","2019-2023","2020","Census","United States"
"City","Olney","MT","3055450","=""3055450""","N/A","2019-2023","2020","Census","United States"
"City","Opheim","MT","3055525","=""3055525""","N/A","2019-2023","2020","Census","United States"
"City","Orchard Homes","MT","3055675","=""3055675""","N/A","2019-2023","2020","Census","United States"
"City","Outlook","MT","3056050","=""3056050""","N/A","2019-2023","2020","Census","United States"
"City","Ovando","MT","3056125","=""3056125""","N/A","2019-2023","2020","Census","United States"
"City","Pablo","MT","3056350","=""3056350""","N/A","2019-2023","2020","Census","United States"
"City","Paradise","MT","3056425","=""3056425""","N/A","2019-2023","2020","Census","United States"
"City","Park City","MT","3056575","=""3056575""","N/A","2019-2023","2020","Census","United States"
"City","Parker School","MT","3056650","=""3056650""","N/A","2019-2023","2020","Census","United States"
"City","Peerless","MT","3056800","=""3056800""","N/A","2019-2023","2020","Census","United States"
"City","Pendroy","MT","3056875","=""3056875""","N/A","2019-2023","2020","Census","United States"
"City","Philipsburg","MT","3057175","=""3057175""","N/A","2019-2023","2020","Census","United States"
"City","Piltzville","MT","3057475","=""3057475""","N/A","2019-2023","2020","Census","United States"
"City","Pine Creek","MT","3057550","=""3057550""","N/A","2019-2023","2020","Census","United States"
"City","Pinesdale","MT","3057700","=""3057700""","25","2019-2023","2020","Census","United States"
"City","Pinnacle","MT","3057775","=""3057775""","N/A","2019-2023","2020","Census","United States"
"City","Pioneer Junction","MT","3057950","=""3057950""","N/A","2019-2023","2020","Census","United States"
"City","Plains","MT","3058150","=""3058150""","N/A","2019-2023","2020","Census","United States"
"City","Pleasant Valley Colony","MT","3058310","=""3058310""","N/A","2019-2023","2020","Census","United States"
"City","Plentywood","MT","3058375","=""3058375""","N/A","2019-2023","2020","Census","United States"
"City","Plevna","MT","3058450","=""3058450""","N/A","2019-2023","2020","Census","United States"
"City","Polebridge","MT","3058675","=""3058675""","N/A","2019-2023","2020","Census","United States"
"City","Polson","MT","3058750","=""3058750""","19","2019-2023","2020","Census","United States"
"City","Pompeys Pillar","MT","3058825","=""3058825""","N/A","2019-2023","2020","Census","United States"
"City","Pondera Colony","MT","3058834","=""3058834""","N/A","2019-2023","2020","Census","United States"
"City","Ponderosa Pines","MT","3058840","=""3058840""","N/A","2019-2023","2020","Census","United States"
"City","Pony","MT","3058900","=""3058900""","N/A","2019-2023","2020","Census","United States"
"City","Poplar","MT","3058975","=""3058975""","N/A","2019-2023","2020","Census","United States"
"City","Potomac","MT","3059350","=""3059350""","N/A","2019-2023","2020","Census","United States"
"City","Power","MT","3059500","=""3059500""","N/A","2019-2023","2020","Census","United States"
"City","Prairie Elk Colony","MT","3059650","=""3059650""","N/A","2019-2023","2020","Census","United States"
"City","Pray","MT","3059725","=""3059725""","N/A","2019-2023","2020","Census","United States"
"City","Pryor","MT","3059950","=""3059950""","N/A","2019-2023","2020","Census","United States"
"City","Racetrack","MT","3060400","=""3060400""","N/A","2019-2023","2020","Census","United States"
"City","Rader Creek","MT","3060450","=""3060450""","N/A","2019-2023","2020","Census","United States"
"City","Radersburg","MT","3060475","=""3060475""","N/A","2019-2023","2020","Census","United States"
"City","Rapelje","MT","3060850","=""3060850""","N/A","2019-2023","2020","Census","United States"
"City","Ravalli","MT","3061075","=""3061075""","N/A","2019-2023","2020","Census","United States"
"City","Raynesford","MT","3061300","=""3061300""","N/A","2019-2023","2020","Census","United States"
"City","Red Lodge","MT","3061525","=""3061525""","N/A","2019-2023","2020","Census","United States"
"City","Redstone","MT","3061675","=""3061675""","N/A","2019-2023","2020","Census","United States"
"City","Reed Point","MT","3061900","=""3061900""","N/A","2019-2023","2020","Census","United States"
"City","Reserve","MT","3062125","=""3062125""","N/A","2019-2023","2020","Census","United States"
"City","Rexford","MT","3062200","=""3062200""","N/A","2019-2023","2020","Census","United States"
"City","Rhodes","MT","3062230","=""3062230""","N/A","2019-2023","2020","Census","United States"
"City","Riceville","MT","3062245","=""3062245""","N/A","2019-2023","2020","Census","United States"
"City","Richey","MT","3062275","=""3062275""","N/A","2019-2023","2020","Census","United States"
"City","Rimini","MT","3062650","=""3062650""","N/A","2019-2023","2020","Census","United States"
"City","Rimrock Colony","MT","3062825","=""3062825""","N/A","2019-2023","2020","Census","United States"
"City","Riverbend","MT","3063042","=""3063042""","N/A","2019-2023","2020","Census","United States"
"City","Riverview Colony","MT","3063266","=""3063266""","N/A","2019-2023","2020","Census","United States"
"City","Roberts","MT","3063400","=""3063400""","N/A","2019-2023","2020","Census","United States"
"City","Rockport Colony","MT","3063590","=""3063590""","N/A","2019-2023","2020","Census","United States"
"City","Rockvale","MT","3063700","=""3063700""","N/A","2019-2023","2020","Census","United States"
"City","Rocky Boy's Agency","MT","3063900","=""3063900""","N/A","2019-2023","2020","Census","United States"
"City","Rocky Boy West","MT","3063928","=""3063928""","N/A","2019-2023","2020","Census","United States"
"City","Rocky Point","MT","3063940","=""3063940""","N/A","2019-2023","2020","Census","United States"
"City","Rollins","MT","3064075","=""3064075""","N/A","2019-2023","2020","Census","United States"
"City","Ronan","MT","3064150","=""3064150""","N/A","2019-2023","2020","Census","United States"
"City","Roscoe","MT","3064300","=""3064300""","N/A","2019-2023","2020","Census","United States"
"City","Rosebud","MT","3064375","=""3064375""","N/A","2019-2023","2020","Census","United States"
"City","Roundup","MT","3064525","=""3064525""","N/A","2019-2023","2020","Census","United States"
"City","Roy","MT","3064675","=""3064675""","N/A","2019-2023","2020","Census","United States"
"City","Rudyard","MT","3064900","=""3064900""","N/A","2019-2023","2020","Census","United States"
"City","Ryegate","MT","3064975","=""3064975""","N/A","2019-2023","2020","Census","United States"
"City","Saco","MT","3065050","=""3065050""","N/A","2019-2023","2020","Census","United States"
"City","Saddle Butte","MT","3065065","=""3065065""","N/A","2019-2023","2020","Census","United States"
"City","Sage Creek Colony","MT","3065160","=""3065160""","N/A","2019-2023","2020","Census","United States"
"City","St. Ignatius","MT","3065275","=""3065275""","23","2019-2023","2020","Census","United States"
"City","St. Marie","MT","3065400","=""3065400""","N/A","2019-2023","2020","Census","United States"
"City","St. Mary","MT","3065425","=""3065425""","N/A","2019-2023","2020","Census","United States"
"City","St. Pierre","MT","3065537","=""3065537""","N/A","2019-2023","2020","Census","United States"
"City","St. Regis","MT","3065575","=""3065575""","N/A","2019-2023","2020","Census","United States"
"City","St. Xavier","MT","3065650","=""3065650""","N/A","2019-2023","2020","Census","United States"
"City","Saltese","MT","3065875","=""3065875""","N/A","2019-2023","2020","Census","United States"
"City","Sand Coulee","MT","3065950","=""3065950""","N/A","2019-2023","2020","Census","United States"
"City","Sangrey","MT","3066212","=""3066212""","N/A","2019-2023","2020","Census","United States"
"City","Santa Rita","MT","3066250","=""3066250""","N/A","2019-2023","2020","Census","United States"
"City","Sapphire Ridge","MT","3066317","=""3066317""","N/A","2019-2023","2020","Census","United States"
"City","Savage","MT","3066550","=""3066550""","N/A","2019-2023","2020","Census","United States"
"City","Scobey","MT","3066925","=""3066925""","N/A","2019-2023","2020","Census","United States"
"City","Sedan","MT","3067075","=""3067075""","36","2019-2023","2020","Census","United States"
"City","Seeley Lake","MT","3067150","=""3067150""","N/A","2019-2023","2020","Census","United States"
"City","Seville Colony","MT","3067192","=""3067192""","N/A","2019-2023","2020","Census","United States"
"City","Shawmut","MT","3067225","=""3067225""","N/A","2019-2023","2020","Census","United States"
"City","Shelby","MT","3067450","=""3067450""","N/A","2019-2023","2020","Census","United States"
"City","Shepherd","MT","3067525","=""3067525""","N/A","2019-2023","2020","Census","United States"
"City","Sheridan","MT","3067600","=""3067600""","N/A","2019-2023","2020","Census","United States"
"City","Sidney","MT","3067900","=""3067900""","19","2019-2023","2020","Census","United States"
"City","Silesia","MT","3068050","=""3068050""","N/A","2019-2023","2020","Census","United States"
"City","Silver Gate","MT","3068425","=""3068425""","N/A","2019-2023","2020","Census","United States"
"City","Silver Star","MT","3068500","=""3068500""","N/A","2019-2023","2020","Census","United States"
"City","Simms","MT","3068575","=""3068575""","N/A","2019-2023","2020","Census","United States"
"City","Sleeping Buffalo","MT","3068985","=""3068985""","N/A","2019-2023","2020","Census","United States"
"City","Snowslip","MT","3069345","=""3069345""","N/A","2019-2023","2020","Census","United States"
"City","Somers","MT","3069475","=""3069475""","N/A","2019-2023","2020","Census","United States"
"City","South Browning","MT","3069680","=""3069680""","N/A","2019-2023","2020","Census","United States"
"City","South Glastonbury","MT","3069713","=""3069713""","N/A","2019-2023","2020","Census","United States"
"City","South Hills","MT","3069725","=""3069725""","N/A","2019-2023","2020","Census","United States"
"City","Spokane Creek","MT","3069900","=""3069900""","N/A","2019-2023","2020","Census","United States"
"City","Spring Creek Colony","MT","3070000","=""3070000""","N/A","2019-2023","2020","Census","United States"
"City","Springdale","MT","3070150","=""3070150""","N/A","2019-2023","2020","Census","United States"
"City","Springdale Colony","MT","3070225","=""3070225""","N/A","2019-2023","2020","Census","United States"
"City","Springhill","MT","3070375","=""3070375""","N/A","2019-2023","2020","Census","United States"
"City","Springwater Colony","MT","3070434","=""3070434""","N/A","2019-2023","2020","Census","United States"
"City","Square Butte","MT","3070600","=""3070600""","N/A","2019-2023","2020","Census","United States"
"City","Stanford","MT","3070675","=""3070675""","N/A","2019-2023","2020","Census","United States"
"City","Starr School","MT","3070825","=""3070825""","N/A","2019-2023","2020","Census","United States"
"City","Stevensville","MT","3071200","=""3071200""","24","2019-2023","2020","Census","United States"
"City","Stockett","MT","3071350","=""3071350""","N/A","2019-2023","2020","Census","United States"
"City","Stryker","MT","3071575","=""3071575""","N/A","2019-2023","2020","Census","United States"
"City","Sula","MT","3071800","=""3071800""","N/A","2019-2023","2020","Census","United States"
"City","Sunburst","MT","3072175","=""3072175""","N/A","2019-2023","2020","Census","United States"
"City","Sunnybrook Colony","MT","3072305","=""3072305""","N/A","2019-2023","2020","Census","United States"
"City","Sun Prairie","MT","3072380","=""3072380""","N/A","2019-2023","2020","Census","United States"
"City","Sun River","MT","3072475","=""3072475""","N/A","2019-2023","2020","Census","United States"
"City","Superior","MT","3072625","=""3072625""","N/A","2019-2023","2020","Census","United States"
"City","Surprise Creek Colony","MT","3072660","=""3072660""","N/A","2019-2023","2020","Census","United States"
"City","Swan Lake","MT","3072850","=""3072850""","N/A","2019-2023","2020","Census","United States"
"City","Sweet Grass","MT","3073075","=""3073075""","N/A","2019-2023","2020","Census","United States"
"City","Sylvanite","MT","3073165","=""3073165""","N/A","2019-2023","2020","Census","United States"
"City","Terry","MT","3073675","=""3073675""","N/A","2019-2023","2020","Census","United States"
"City","The Silos","MT","3073760","=""3073760""","N/A","2019-2023","2020","Census","United States"
"City","Thompson Falls","MT","3073825","=""3073825""","N/A","2019-2023","2020","Census","United States"
"City","Three Forks","MT","3073975","=""3073975""","N/A","2019-2023","2020","Census","United States"
"City","Toston","MT","3074500","=""3074500""","N/A","2019-2023","2020","Census","United States"
"City","Townsend","MT","3074575","=""3074575""","N/A","2019-2023","2020","Census","United States"
"City","Tracy","MT","3074650","=""3074650""","N/A","2019-2023","2020","Census","United States"
"City","Trego","MT","3074725","=""3074725""","N/A","2019-2023","2020","Census","United States"
"City","Trout Creek","MT","3074950","=""3074950""","N/A","2019-2023","2020","Census","United States"
"City","Troy","MT","3075025","=""3075025""","N/A","2019-2023","2020","Census","United States"
"City","Turah","MT","3075175","=""3075175""","N/A","2019-2023","2020","Census","United States"
"City","Turner","MT","3075250","=""3075250""","N/A","2019-2023","2020","Census","United States"
"City","Turner Colony","MT","3075258","=""3075258""","N/A","2019-2023","2020","Census","United States"
"City","Turtle Lake","MT","3075287","=""3075287""","N/A","2019-2023","2020","Census","United States"
"City","Twin Bridges","MT","3075475","=""3075475""","N/A","2019-2023","2020","Census","United States"
"City","Twin Creeks","MT","3075550","=""3075550""","N/A","2019-2023","2020","Census","United States"
"City","Twin Hills Colony","MT","3075590","=""3075590""","N/A","2019-2023","2020","Census","United States"
"City","Twodot","MT","3075700","=""3075700""","N/A","2019-2023","2020","Census","United States"
"City","Ulm","MT","3075775","=""3075775""","N/A","2019-2023","2020","Census","United States"
"City","Unionville","MT","3075905","=""3075905""","N/A","2019-2023","2020","Census","United States"
"City","Utica","MT","3076075","=""3076075""","N/A","2019-2023","2020","Census","United States"
"City","Valier","MT","3076225","=""3076225""","N/A","2019-2023","2020","Census","United States"
"City","Vaughn","MT","3076675","=""3076675""","23","2019-2023","2020","Census","United States"
"City","Victor","MT","3076900","=""3076900""","N/A","2019-2023","2020","Census","United States"
"City","Vida","MT","3076975","=""3076975""","N/A","2019-2023","2020","Census","United States"
"City","Virginia City","MT","3077125","=""3077125""","N/A","2019-2023","2020","Census","United States"
"City","Walkerville","MT","3077650","=""3077650""","N/A","2019-2023","2020","Census","United States"
"City","Warm Spring Creek","MT","3078143","=""3078143""","N/A","2019-2023","2020","Census","United States"
"City","Weeksville","MT","3078775","=""3078775""","N/A","2019-2023","2020","Census","United States"
"City","Westby","MT","3078925","=""3078925""","N/A","2019-2023","2020","Census","United States"
"City","West Glacier","MT","3079075","=""3079075""","N/A","2019-2023","2020","Census","United States"
"City","West Glendive","MT","3079086","=""3079086""","N/A","2019-2023","2020","Census","United States"
"City","West Havre","MT","3079098","=""3079098""","N/A","2019-2023","2020","Census","United States"
"City","West Kootenai","MT","3079105","=""3079105""","N/A","2019-2023","2020","Census","United States"
"City","West Yellowstone","MT","3079525","=""3079525""","N/A","2019-2023","2020","Census","United States"
"City","Wheatland","MT","3079695","=""3079695""","N/A","2019-2023","2020","Census","United States"
"City","Whitefish","MT","3079825","=""3079825""","N/A","2019-2023","2020","Census","United States"
"City","Whitehall","MT","3079900","=""3079900""","N/A","2019-2023","2020","Census","United States"
"City","White Haven","MT","3079935","=""3079935""","N/A","2019-2023","2020","Census","United States"
"City","White Sulphur Springs","MT","3080050","=""3080050""","N/A","2019-2023","2020","Census","United States"
"City","Whitetail","MT","3080125","=""3080125""","N/A","2019-2023","2020","Census","United States"
"City","Whitewater","MT","3080200","=""3080200""","N/A","2019-2023","2020","Census","United States"
"City","Whitlash","MT","3080275","=""3080275""","N/A","2019-2023","2020","Census","United States"
"City","Wibaux","MT","3080350","=""3080350""","N/A","2019-2023","2020","Census","United States"
"City","Willow Creek","MT","3080800","=""3080800""","N/A","2019-2023","2020","Census","United States"
"City","Wilsall","MT","3080875","=""3080875""","N/A","2019-2023","2020","Census","United States"
"City","Windham","MT","3080950","=""3080950""","N/A","2019-2023","2020","Census","United States"
"City","Wineglass","MT","3080975","=""3080975""","N/A","2019-2023","2020","Census","United States"
"City","Winifred","MT","3081025","=""3081025""","N/A","2019-2023","2020","Census","United States"
"City","Winnett","MT","3081100","=""3081100""","N/A","2019-2023","2020","Census","United States"
"City","Winston","MT","3081175","=""3081175""","N/A","2019-2023","2020","Census","United States"
"City","Wisdom","MT","3081250","=""3081250""","N/A","2019-2023","2020","Census","United States"
"City","Wise River","MT","3081325","=""3081325""","N/A","2019-2023","2020","Census","United States"
"City","Wolf Creek","MT","3081400","=""3081400""","N/A","2019-2023","2020","Census","United States"
"City","Wolf Point","MT","3081475","=""3081475""","N/A","2019-2023","2020","Census","United States"
"City","Woods Bay","MT","3081700","=""3081700""","N/A","2019-2023","2020","Census","United States"
"City","Worden","MT","3081925","=""3081925""","N/A","2019-2023","2020","Census","United States"
"City","Wye","MT","3081980","=""3081980""","N/A","2019-2023","2020","Census","United States"
"City","Wyola","MT","3082075","=""3082075""","N/A","2019-2023","2020","Census","United States"
"City","Yaak","MT","3082130","=""3082130""","N/A","2019-2023","2020","Census","United States"
"City","York","MT","3082525","=""3082525""","N/A","2019-2023","2020","Census","United States"
"City","Zenith Colony","MT","3082635","=""3082635""","N/A","2019-2023","2020","Census","United States"
"City","Zortman","MT","3082675","=""3082675""","N/A","2019-2023","2020","Census","United States"
"City","Zurich","MT","3082750","=""3082750""","N/A","2019-2023","2020","Census","United States"
"City","Abie","NE","3100205","=""3100205""","N/A","2019-2023","2020","Census","United States"
"City","Adams","NE","3100240","=""3100240""","N/A","2019-2023","2020","Census","United States"
"City","Agnew","NE","3100380","=""3100380""","N/A","2019-2023","2020","Census","United States"
"City","Ainsworth","NE","3100415","=""3100415""","N/A","2019-2023","2020","Census","United States"
"City","Albion","NE","3100555","=""3100555""","N/A","2019-2023","2020","Census","United States"
"City","Alda","NE","3100625","=""3100625""","19","2019-2023","2020","Census","United States"
"City","Alexandria","NE","3100730","=""3100730""","N/A","2019-2023","2020","Census","United States"
"City","Allen","NE","3100870","=""3100870""","N/A","2019-2023","2020","Census","United States"
"City","Alliance","NE","3100905","=""3100905""","N/A","2019-2023","2020","Census","United States"
"City","Alma","NE","3100975","=""3100975""","N/A","2019-2023","2020","Census","United States"
"City","Alvo","NE","3101150","=""3101150""","N/A","2019-2023","2020","Census","United States"
"City","Ames","NE","3101220","=""3101220""","N/A","2019-2023","2020","Census","United States"
"City","Amherst","NE","3101290","=""3101290""","20","2019-2023","2020","Census","United States"
"City","Anoka","NE","3101465","=""3101465""","N/A","2019-2023","2020","Census","United States"
"City","Anselmo","NE","3101500","=""3101500""","N/A","2019-2023","2020","Census","United States"
"City","Ansley","NE","3101535","=""3101535""","N/A","2019-2023","2020","Census","United States"
"City","Arapahoe","NE","3101780","=""3101780""","N/A","2019-2023","2020","Census","United States"
"City","Arcadia","NE","3101850","=""3101850""","N/A","2019-2023","2020","Census","United States"
"City","Archer","NE","3101920","=""3101920""","N/A","2019-2023","2020","Census","United States"
"City","Arlington","NE","3101990","=""3101990""","21","2019-2023","2020","Census","United States"
"City","Arnold","NE","3102095","=""3102095""","N/A","2019-2023","2020","Census","United States"
"City","Arthur","NE","3102200","=""3102200""","N/A","2019-2023","2020","Census","United States"
"City","Ashland","NE","3102305","=""3102305""","26","2019-2023","2020","Census","United States"
"City","Ashton","NE","3102375","=""3102375""","N/A","2019-2023","2020","Census","United States"
"City","Aten","NE","3102480","=""3102480""","N/A","2019-2023","2020","Census","United States"
"City","Atkinson","NE","3102550","=""3102550""","N/A","2019-2023","2020","Census","United States"
"City","Atlanta","NE","3102620","=""3102620""","20","2019-2023","2020","Census","United States"
"City","Auburn","NE","3102655","=""3102655""","N/A","2019-2023","2020","Census","United States"
"City","Aurora","NE","3102690","=""3102690""","N/A","2019-2023","2020","Census","United States"
"City","Avoca","NE","3102795","=""3102795""","N/A","2019-2023","2020","Census","United States"
"City","Axtell","NE","3102830","=""3102830""","N/A","2019-2023","2020","Census","United States"
"City","Ayr","NE","3102865","=""3102865""","N/A","2019-2023","2020","Census","United States"
"City","Bancroft","NE","3103005","=""3103005""","N/A","2019-2023","2020","Census","United States"
"City","Barada","NE","3103040","=""3103040""","N/A","2019-2023","2020","Census","United States"
"City","Barneston","NE","3103075","=""3103075""","N/A","2019-2023","2020","Census","United States"
"City","Bartlett","NE","3103145","=""3103145""","N/A","2019-2023","2020","Census","United States"
"City","Bartley","NE","3103180","=""3103180""","N/A","2019-2023","2020","Census","United States"
"City","Bassett","NE","3103215","=""3103215""","N/A","2019-2023","2020","Census","United States"
"City","Battle Creek","NE","3103250","=""3103250""","N/A","2019-2023","2020","Census","United States"
"City","Bayard","NE","3103285","=""3103285""","27","2019-2023","2020","Census","United States"
"City","Bazile Mills","NE","3103355","=""3103355""","N/A","2019-2023","2020","Census","United States"
"City","Beacon View","NE","3103377","=""3103377""","N/A","2019-2023","2020","Census","United States"
"City","Beatrice","NE","3103390","=""3103390""","17","2019-2023","2020","Census","United States"
"City","Beaver City","NE","3103495","=""3103495""","N/A","2019-2023","2020","Census","United States"
"City","Beaver Crossing","NE","3103530","=""3103530""","26","2019-2023","2020","Census","United States"
"City","Bee","NE","3103600","=""3103600""","26","2019-2023","2020","Census","United States"
