"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent Population with At Least Bachelor's Degree","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"City","Belhaven","NC","3704640","=""3704640""","12.13","2019-2023","2020","Census","United States"
"City","Bell Arthur","NC","3704680","=""3704680""","56.31","2019-2023","2020","Census","United States"
"City","Belmont","NC","3704840","=""3704840""","45.69","2019-2023","2020","Census","United States"
"City","Belville","NC","3704950","=""3704950""","33.41","2019-2023","2020","Census","United States"
"City","Belvoir","NC","3704955","=""3704955""","8.55","2019-2023","2020","Census","United States"
"City","Belwood","NC","3704960","=""3704960""","13.46","2019-2023","2020","Census","United States"
"City","Bennett","NC","3705020","=""3705020""","0.00","2019-2023","2020","Census","United States"
"City","Benson","NC","3705040","=""3705040""","20.83","2019-2023","2020","Census","United States"
"City","Bent Creek","NC","3705049","=""3705049""","36.64","2019-2023","2020","Census","United States"
"City","Bermuda Run","NC","3705135","=""3705135""","47.91","2019-2023","2020","Census","United States"
"City","Bessemer City","NC","3705220","=""3705220""","14.41","2019-2023","2020","Census","United States"
"City","Bethania","NC","3705340","=""3705340""","30.03","2019-2023","2020","Census","United States"
"City","Bethel","NC","3705460","=""3705460""","17.13","2019-2023","2020","Census","United States"
"City","Bethlehem","NC","3705530","=""3705530""","40.94","2019-2023","2020","Census","United States"
"City","Beulaville","NC","3705660","=""3705660""","28.79","2019-2023","2020","Census","United States"
"City","Biltmore Forest","NC","3705880","=""3705880""","85.29","2019-2023","2020","Census","United States"
"City","Biscoe","NC","3706000","=""3706000""","11.57","2019-2023","2020","Census","United States"
"City","Black Creek","NC","3706080","=""3706080""","7.21","2019-2023","2020","Census","United States"
"City","Black Mountain","NC","3706140","=""3706140""","58.66","2019-2023","2020","Census","United States"
"City","Bladenboro","NC","3706240","=""3706240""","11.91","2019-2023","2020","Census","United States"
"City","Blowing Rock","NC","3706500","=""3706500""","59.91","2019-2023","2020","Census","United States"
"City","Blue Clay Farms","NC","3706510","=""3706510""","82.40","2019-2023","2020","Census","United States"
"City","Boardman","NC","3706660","=""3706660""","4.49","2019-2023","2020","Census","United States"
"City","Bogue","NC","3706740","=""3706740""","20.43","2019-2023","2020","Census","United States"
"City","Boiling Spring Lakes","NC","3706760","=""3706760""","19.84","2019-2023","2020","Census","United States"
"City","Boiling Springs","NC","3706800","=""3706800""","45.59","2019-2023","2020","Census","United States"
"City","Bolivia","NC","3706820","=""3706820""","53.13","2019-2023","2020","Census","United States"
"City","Bolton","NC","3706860","=""3706860""","2.19","2019-2023","2020","Census","United States"
"City","Bonnetsville","NC","3706980","=""3706980""","5.73","2019-2023","2020","Census","United States"
"City","Boone","NC","3707080","=""3707080""","53.06","2019-2023","2020","Census","United States"
"City","Boonville","NC","3707140","=""3707140""","21.21","2019-2023","2020","Census","United States"
"City","Bostic","NC","3707220","=""3707220""","20.78","2019-2023","2020","Census","United States"
"City","Bowdens","NC","3707340","=""3707340""","23.86","2019-2023","2020","Census","United States"
"City","Bowmore","NC","3707400","=""3707400""","0.00","2019-2023","2020","Census","United States"
"City","Brandywine Bay","NC","3707588","=""3707588""","61.10","2019-2023","2020","Census","United States"
"City","Brevard","NC","3707720","=""3707720""","37.50","2019-2023","2020","Census","United States"
"City","Briar Chapel","NC","3707748","=""3707748""","79.44","2019-2023","2020","Census","United States"
"City","Brices Creek","NC","3707765","=""3707765""","36.32","2019-2023","2020","Census","United States"
"City","Bridgeton","NC","3707860","=""3707860""","35.19","2019-2023","2020","Census","United States"
"City","Broad Creek","NC","3708040","=""3708040""","19.15","2019-2023","2020","Census","United States"
"City","Broadway","NC","3708080","=""3708080""","27.48","2019-2023","2020","Census","United States"
"City","Brogden","NC","3708110","=""3708110""","5.47","2019-2023","2020","Census","United States"
"City","Brookford","NC","3708140","=""3708140""","4.75","2019-2023","2020","Census","United States"
"City","Brunswick","NC","3708420","=""3708420""","4.84","2019-2023","2020","Census","United States"
"City","Bryson City","NC","3708480","=""3708480""","30.44","2019-2023","2020","Census","United States"
"City","Buies Creek","NC","3708760","=""3708760""","66.00","2019-2023","2020","Census","United States"
"City","Bunn","NC","3708860","=""3708860""","15.76","2019-2023","2020","Census","United States"
"City","Bunnlevel","NC","3708880","=""3708880""","6.91","2019-2023","2020","Census","United States"
"City","Burgaw","NC","3708960","=""3708960""","19.83","2019-2023","2020","Census","United States"
"City","Burlington","NC","3709060","=""3709060""","28.71","2019-2023","2020","Census","United States"
"City","Burnsville","NC","3709140","=""3709140""","24.54","2019-2023","2020","Census","United States"
"City","Butner","NC","3709360","=""3709360""","24.52","2019-2023","2020","Census","United States"
"City","Butters","NC","3709380","=""3709380""","0.00","2019-2023","2020","Census","United States"
"City","Buxton","NC","3709400","=""3709400""","25.92","2019-2023","2020","Census","United States"
"City","Cajah's Mountain","NC","3709530","=""3709530""","13.94","2019-2023","2020","Census","United States"
"City","Calabash","NC","3709540","=""3709540""","22.17","2019-2023","2020","Census","United States"
"City","Calypso","NC","3709760","=""3709760""","15.52","2019-2023","2020","Census","United States"
"City","Camden","NC","3709780","=""3709780""","43.60","2019-2023","2020","Census","United States"
"City","Cameron","NC","3709800","=""3709800""","17.70","2019-2023","2020","Census","United States"
"City","Candor","NC","3710120","=""3710120""","16.93","2019-2023","2020","Census","United States"
"City","Canton","NC","3710240","=""3710240""","15.02","2019-2023","2020","Census","United States"
"City","Cape Carteret","NC","3710260","=""3710260""","31.87","2019-2023","2020","Census","United States"
"City","Cape Colony","NC","3710264","=""3710264""","25.00","2019-2023","2020","Census","United States"
"City","Caroleen","NC","3710460","=""3710460""","0.00","2019-2023","2020","Census","United States"
"City","Carolina Beach","NC","3710500","=""3710500""","47.48","2019-2023","2020","Census","United States"
"City","Carolina Meadows","NC","3710532","=""3710532""","75.37","2019-2023","2020","Census","United States"
"City","Carolina Shores","NC","3710550","=""3710550""","27.73","2019-2023","2020","Census","United States"
"City","Carrboro","NC","3710620","=""3710620""","70.43","2019-2023","2020","Census","United States"
"City","Carthage","NC","3710680","=""3710680""","28.02","2019-2023","2020","Census","United States"
"City","Cary","NC","3710740","=""3710740""","70.23","2019-2023","2020","Census","United States"
"City","Casar","NC","3710760","=""3710760""","19.57","2019-2023","2020","Census","United States"
"City","Cashiers","NC","3710800","=""3710800""","37.69","2019-2023","2020","Census","United States"
"City","Castalia","NC","3710860","=""3710860""","17.93","2019-2023","2020","Census","United States"
"City","Castle Hayne","NC","3710880","=""3710880""","28.14","2019-2023","2020","Census","United States"
"City","Caswell Beach","NC","3710960","=""3710960""","58.05","2019-2023","2020","Census","United States"
"City","Catawba","NC","3710980","=""3710980""","7.40","2019-2023","2020","Census","United States"
"City","Cedar Point","NC","3711340","=""3711340""","43.82","2019-2023","2020","Census","United States"
"City","Cedar Rock","NC","3711352","=""3711352""","39.78","2019-2023","2020","Census","United States"
"City","Centerville","NC","3711560","=""3711560""","10.31","2019-2023","2020","Census","United States"
"City","Cerro Gordo","NC","3711620","=""3711620""","7.34","2019-2023","2020","Census","United States"
"City","Chadbourn","NC","3711640","=""3711640""","5.58","2019-2023","2020","Census","United States"
"City","Chapel Hill","NC","3711800","=""3711800""","77.16","2019-2023","2020","Census","United States"
"City","Charlotte","NC","3712000","=""3712000""","47.45","2019-2023","2020","Census","United States"
"City","Cherokee","NC","3712140","=""3712140""","20.27","2019-2023","2020","Census","United States"
"City","Cherry Branch","NC","3712186","=""3712186""","30.97","2019-2023","2020","Census","United States"
"City","Cherryville","NC","3712340","=""3712340""","24.71","2019-2023","2020","Census","United States"
"City","Chimney Rock Village","NC","3712460","=""3712460""","33.59","2019-2023","2020","Census","United States"
"City","China Grove","NC","3712480","=""3712480""","13.08","2019-2023","2020","Census","United States"
"City","Chinquapin","NC","3712520","=""3712520""","N/A","2019-2023","2020","Census","United States"
"City","Chocowinity","NC","3712580","=""3712580""","8.13","2019-2023","2020","Census","United States"
"City","Chowan Beach","NC","3712590","=""3712590""","1.81","2019-2023","2020","Census","United States"
"City","Claremont","NC","3712720","=""3712720""","25.86","2019-2023","2020","Census","United States"
"City","Clarkton","NC","3712780","=""3712780""","10.68","2019-2023","2020","Census","United States"
"City","Clayton","NC","3712860","=""3712860""","35.56","2019-2023","2020","Census","United States"
"City","Clemmons","NC","3712960","=""3712960""","49.13","2019-2023","2020","Census","United States"
"City","Cleveland","NC","3713000","=""3713000""","26.65","2019-2023","2020","Census","United States"
"City","Cliffside","NC","3713100","=""3713100""","24.04","2019-2023","2020","Census","United States"
"City","Clinton","NC","3713240","=""3713240""","22.15","2019-2023","2020","Census","United States"
"City","Clyde","NC","3713280","=""3713280""","18.87","2019-2023","2020","Census","United States"
"City","Coats","NC","3713360","=""3713360""","17.76","2019-2023","2020","Census","United States"
"City","Cofield","NC","3713460","=""3713460""","17.37","2019-2023","2020","Census","United States"
"City","Coinjock","NC","3713500","=""3713500""","40.08","2019-2023","2020","Census","United States"
"City","Colerain","NC","3713560","=""3713560""","14.21","2019-2023","2020","Census","United States"
"City","Columbia","NC","3713940","=""3713940""","16.06","2019-2023","2020","Census","United States"
"City","Columbus","NC","3713980","=""3713980""","22.73","2019-2023","2020","Census","United States"
"City","Como","NC","3714060","=""3714060""","6.67","2019-2023","2020","Census","United States"
"City","Concord","NC","3714100","=""3714100""","41.74","2019-2023","2020","Census","United States"
"City","Conetoe","NC","3714200","=""3714200""","7.51","2019-2023","2020","Census","United States"
"City","Connelly Springs","NC","3714280","=""3714280""","18.20","2019-2023","2020","Census","United States"
"City","Conover","NC","3714340","=""3714340""","23.16","2019-2023","2020","Census","United States"
"City","Conway","NC","3714400","=""3714400""","24.37","2019-2023","2020","Census","United States"
"City","Cooleemee","NC","3714460","=""3714460""","16.97","2019-2023","2020","Census","United States"
"City","Cordova","NC","3714600","=""3714600""","18.06","2019-2023","2020","Census","United States"
"City","Cornelius","NC","3714700","=""3714700""","59.63","2019-2023","2020","Census","United States"
"City","Cove City","NC","3715020","=""3715020""","26.14","2019-2023","2020","Census","United States"
"City","Cove Creek","NC","3715040","=""3715040""","34.70","2019-2023","2020","Census","United States"
"City","Cramerton","NC","3715260","=""3715260""","44.32","2019-2023","2020","Census","United States"
"City","Creedmoor","NC","3715320","=""3715320""","30.99","2019-2023","2020","Census","United States"
"City","Creswell","NC","3715420","=""3715420""","11.36","2019-2023","2020","Census","United States"
"City","Cricket","NC","3715440","=""3715440""","13.43","2019-2023","2020","Census","United States"
"City","Crossnore","NC","3715580","=""3715580""","19.23","2019-2023","2020","Census","United States"
"City","Crouse","NC","3715640","=""3715640""","15.67","2019-2023","2020","Census","United States"
"City","Cullowhee","NC","3715880","=""3715880""","29.42","2019-2023","2020","Census","United States"
"City","Cypress Landing","NC","3716084","=""3716084""","50.86","2019-2023","2020","Census","United States"
"City","Dallas","NC","3716180","=""3716180""","21.55","2019-2023","2020","Census","United States"
"City","Dana","NC","3716220","=""3716220""","19.98","2019-2023","2020","Census","United States"
"City","Danbury","NC","3716240","=""3716240""","24.02","2019-2023","2020","Census","United States"
"City","Davidson","NC","3716400","=""3716400""","75.56","2019-2023","2020","Census","United States"
"City","Davis","NC","3716480","=""3716480""","25.68","2019-2023","2020","Census","United States"
"City","Deep Run","NC","3716720","=""3716720""","9.84","2019-2023","2020","Census","United States"
"City","Deercroft","NC","3716730","=""3716730""","27.25","2019-2023","2020","Census","United States"
"City","Delco","NC","3716780","=""3716780""","0.00","2019-2023","2020","Census","United States"
"City","Dellview","NC","3716820","=""3716820""","0.00","2019-2023","2020","Census","United States"
"City","Delway","NC","3716860","=""3716860""","13.85","2019-2023","2020","Census","United States"
"City","Denton","NC","3716980","=""3716980""","12.76","2019-2023","2020","Census","United States"
"City","Denver","NC","3717000","=""3717000""","43.93","2019-2023","2020","Census","United States"
"City","Dillsboro","NC","3717180","=""3717180""","35.43","2019-2023","2020","Census","United States"
"City","Dobbins Heights","NC","3717325","=""3717325""","2.56","2019-2023","2020","Census","United States"
"City","Dobson","NC","3717340","=""3717340""","19.05","2019-2023","2020","Census","United States"
"City","Dortches","NC","3717520","=""3717520""","25.09","2019-2023","2020","Census","United States"
"City","Dover","NC","3717660","=""3717660""","7.96","2019-2023","2020","Census","United States"
"City","Drexel","NC","3717860","=""3717860""","20.23","2019-2023","2020","Census","United States"
"City","Dublin","NC","3718040","=""3718040""","16.67","2019-2023","2020","Census","United States"
"City","Duck","NC","3718060","=""3718060""","64.54","2019-2023","2020","Census","United States"
"City","Dudley","NC","3718080","=""3718080""","18.71","2019-2023","2020","Census","United States"
"City","Dundarrach","NC","3718300","=""3718300""","0.00","2019-2023","2020","Census","United States"
"City","Dunn","NC","3718320","=""3718320""","21.35","2019-2023","2020","Census","United States"
"City","Durham","NC","3719000","=""3719000""","55.68","2019-2023","2020","Census","United States"
"City","Earl","NC","3719140","=""3719140""","4.75","2019-2023","2020","Census","United States"
"City","East Arcadia","NC","3719300","=""3719300""","33.10","2019-2023","2020","Census","United States"
"City","East Bend","NC","3719320","=""3719320""","14.95","2019-2023","2020","Census","United States"
"City","East Flat Rock","NC","3719420","=""3719420""","16.87","2019-2023","2020","Census","United States"
"City","East Laurinburg","NC","3719620","=""3719620""","3.65","2019-2023","2020","Census","United States"
"City","Eastover","NC","3719740","=""3719740""","34.01","2019-2023","2020","Census","United States"
"City","East Rockingham","NC","3719800","=""3719800""","6.24","2019-2023","2020","Census","United States"
"City","East Spencer","NC","3719860","=""3719860""","10.31","2019-2023","2020","Census","United States"
"City","Eden","NC","3720080","=""3720080""","13.96","2019-2023","2020","Census","United States"
"City","Edenton","NC","3720120","=""3720120""","23.61","2019-2023","2020","Census","United States"
"City","Edneyville","NC","3720280","=""3720280""","19.22","2019-2023","2020","Census","United States"
"City","Efland","NC","3720420","=""3720420""","38.89","2019-2023","2020","Census","United States"
"City","Elizabeth City","NC","3720580","=""3720580""","28.03","2019-2023","2020","Census","United States"
"City","Elizabethtown","NC","3720600","=""3720600""","15.79","2019-2023","2020","Census","United States"
"City","Elkin","NC","3720620","=""3720620""","27.97","2019-2023","2020","Census","United States"
"City","Elk Park","NC","3720700","=""3720700""","11.93","2019-2023","2020","Census","United States"
"City","Ellenboro","NC","3720780","=""3720780""","10.69","2019-2023","2020","Census","United States"
"City","Ellerbe","NC","3720840","=""3720840""","14.76","2019-2023","2020","Census","United States"
"City","Elm City","NC","3720980","=""3720980""","14.89","2019-2023","2020","Census","United States"
"City","Elon","NC","3721095","=""3721095""","53.23","2019-2023","2020","Census","United States"
"City","Elrod","NC","3721120","=""3721120""","16.34","2019-2023","2020","Census","United States"
"City","Elroy","NC","3721130","=""3721130""","12.77","2019-2023","2020","Census","United States"
"City","Emerald Isle","NC","3721160","=""3721160""","51.96","2019-2023","2020","Census","United States"
"City","Emma","NC","3721260","=""3721260""","13.57","2019-2023","2020","Census","United States"
"City","Enfield","NC","3721360","=""3721360""","2.38","2019-2023","2020","Census","United States"
"City","Engelhard","NC","3721380","=""3721380""","21.74","2019-2023","2020","Census","United States"
"City","Enochville","NC","3721500","=""3721500""","13.37","2019-2023","2020","Census","United States"
"City","Erwin","NC","3721740","=""3721740""","16.02","2019-2023","2020","Census","United States"
"City","Etowah","NC","3721880","=""3721880""","35.46","2019-2023","2020","Census","United States"
"City","Eureka","NC","3721960","=""3721960""","16.23","2019-2023","2020","Census","United States"
"City","Everetts","NC","3722040","=""3722040""","18.60","2019-2023","2020","Census","United States"
"City","Evergreen","NC","3722080","=""3722080""","0.00","2019-2023","2020","Census","United States"
"City","Fair Bluff","NC","3722240","=""3722240""","10.03","2019-2023","2020","Census","United States"
"City","Fairfield","NC","3722280","=""3722280""","11.68","2019-2023","2020","Census","United States"
"City","Fairfield Harbour","NC","3722305","=""3722305""","39.00","2019-2023","2020","Census","United States"
"City","Fairmont","NC","3722360","=""3722360""","17.91","2019-2023","2020","Census","United States"
"City","Fairplains","NC","3722380","=""3722380""","12.80","2019-2023","2020","Census","United States"
"City","Fairview","NC","3722440","=""3722440""","49.64","2019-2023","2020","Census","United States"
"City","Fairview","NC","3722500","=""3722500""","30.18","2019-2023","2020","Census","United States"
"City","Faison","NC","3722560","=""3722560""","12.89","2019-2023","2020","Census","United States"
"City","Faith","NC","3722600","=""3722600""","32.88","2019-2023","2020","Census","United States"
"City","Falcon","NC","3722620","=""3722620""","40.94","2019-2023","2020","Census","United States"
"City","Falkland","NC","3722640","=""3722640""","3.36","2019-2023","2020","Census","United States"
"City","Fallston","NC","3722720","=""3722720""","23.30","2019-2023","2020","Census","United States"
"City","Farmington","NC","3722800","=""3722800""","0.00","2019-2023","2020","Census","United States"
"City","Farmville","NC","3722820","=""3722820""","26.18","2019-2023","2020","Census","United States"
"City","Fayetteville","NC","3722920","=""3722920""","28.59","2019-2023","2020","Census","United States"
"City","Fearrington Village","NC","3722982","=""3722982""","77.91","2019-2023","2020","Census","United States"
"City","Five Points","NC","3723520","=""3723520""","25.90","2019-2023","2020","Census","United States"
"City","Flat Rock","NC","3723600","=""3723600""","65.13","2019-2023","2020","Census","United States"
"City","Flat Rock","NC","3723640","=""3723640""","16.65","2019-2023","2020","Census","United States"
"City","Fletcher","NC","3723760","=""3723760""","39.08","2019-2023","2020","Census","United States"
"City","Fontana Dam","NC","3723980","=""3723980""","N/A","2019-2023","2020","Census","United States"
"City","Forest City","NC","3724080","=""3724080""","17.18","2019-2023","2020","Census","United States"
"City","Forest Hills","NC","3724170","=""3724170""","64.23","2019-2023","2020","Census","United States"
"City","Forest Oaks","NC","3724198","=""3724198""","46.66","2019-2023","2020","Census","United States"
"City","Foscoe","NC","3724380","=""3724380""","42.80","2019-2023","2020","Census","United States"
"City","Fountain","NC","3724440","=""3724440""","21.52","2019-2023","2020","Census","United States"
"City","Four Oaks","NC","3724520","=""3724520""","18.85","2019-2023","2020","Census","United States"
"City","Foxfire","NC","3724570","=""3724570""","35.41","2019-2023","2020","Census","United States"
"City","Franklin","NC","3724640","=""3724640""","22.19","2019-2023","2020","Census","United States"
"City","Franklinton","NC","3724720","=""3724720""","24.04","2019-2023","2020","Census","United States"
"City","Franklinville","NC","3724740","=""3724740""","5.07","2019-2023","2020","Census","United States"
"City","Fremont","NC","3724900","=""3724900""","12.83","2019-2023","2020","Census","United States"
"City","Frisco","NC","3725020","=""3725020""","36.46","2019-2023","2020","Census","United States"
"City","Fruitland","NC","3725160","=""3725160""","22.61","2019-2023","2020","Census","United States"
"City","Fuquay-Varina","NC","3725300","=""3725300""","52.91","2019-2023","2020","Census","United States"
"City","Gamewell","NC","3725380","=""3725380""","4.36","2019-2023","2020","Census","United States"
"City","Garland","NC","3725460","=""3725460""","10.69","2019-2023","2020","Census","United States"
"City","Garner","NC","3725480","=""3725480""","45.79","2019-2023","2020","Census","United States"
"City","Garysburg","NC","3725540","=""3725540""","28.31","2019-2023","2020","Census","United States"
"City","Gaston","NC","3725560","=""3725560""","11.61","2019-2023","2020","Census","United States"
"City","Gastonia","NC","3725580","=""3725580""","27.69","2019-2023","2020","Census","United States"
"City","Gatesville","NC","3725680","=""3725680""","17.24","2019-2023","2020","Census","United States"
"City","Germanton","NC","3725880","=""3725880""","25.43","2019-2023","2020","Census","United States"
"City","Gerton","NC","3725900","=""3725900""","33.70","2019-2023","2020","Census","United States"
"City","Gibson","NC","3725940","=""3725940""","8.64","2019-2023","2020","Census","United States"
"City","Gibsonville","NC","3725980","=""3725980""","38.43","2019-2023","2020","Census","United States"
"City","Glen Alpine","NC","3726200","=""3726200""","29.28","2019-2023","2020","Census","United States"
"City","Glen Raven","NC","3726460","=""3726460""","18.92","2019-2023","2020","Census","United States"
"City","Glenville","NC","3726520","=""3726520""","36.15","2019-2023","2020","Census","United States"
"City","Glenwood","NC","3726560","=""3726560""","81.54","2019-2023","2020","Census","United States"
"City","Gloucester","NC","3726680","=""3726680""","27.30","2019-2023","2020","Census","United States"
"City","Godwin","NC","3726740","=""3726740""","35.00","2019-2023","2020","Census","United States"
"City","Gold Hill","NC","3726800","=""3726800""","6.25","2019-2023","2020","Census","United States"
"City","Goldsboro","NC","3726880","=""3726880""","21.37","2019-2023","2020","Census","United States"
"City","Goldston","NC","3726920","=""3726920""","15.84","2019-2023","2020","Census","United States"
"City","Gorman","NC","3727120","=""3727120""","18.32","2019-2023","2020","Census","United States"
"City","Governors Club","NC","3727180","=""3727180""","77.59","2019-2023","2020","Census","United States"
"City","Governors Village","NC","3727182","=""3727182""","73.02","2019-2023","2020","Census","United States"
"City","Graham","NC","3727280","=""3727280""","23.49","2019-2023","2020","Census","United States"
"City","Graingers","NC","3727300","=""3727300""","0.00","2019-2023","2020","Census","United States"
"City","Grandfather Village","NC","3727324","=""3727324""","88.00","2019-2023","2020","Census","United States"
"City","Grandy","NC","3727400","=""3727400""","20.90","2019-2023","2020","Census","United States"
"City","Granite Falls","NC","3727420","=""3727420""","27.16","2019-2023","2020","Census","United States"
"City","Granite Quarry","NC","3727440","=""3727440""","23.19","2019-2023","2020","Census","United States"
"City","Grantsboro","NC","3727520","=""3727520""","18.39","2019-2023","2020","Census","United States"
"City","Greenevers","NC","3727780","=""3727780""","9.25","2019-2023","2020","Census","United States"
"City","Green Level","NC","3727870","=""3727870""","12.43","2019-2023","2020","Census","United States"
"City","Greensboro","NC","3728000","=""3728000""","39.87","2019-2023","2020","Census","United States"
"City","Greenville","NC","3728080","=""3728080""","39.27","2019-2023","2020","Census","United States"
"City","Grifton","NC","3728200","=""3728200""","14.08","2019-2023","2020","Census","United States"
"City","Grimesland","NC","3728240","=""3728240""","15.00","2019-2023","2020","Census","United States"
"City","Grover","NC","3728400","=""3728400""","5.69","2019-2023","2020","Census","United States"
"City","Gulf","NC","3728600","=""3728600""","18.10","2019-2023","2020","Census","United States"
"City","Half Moon","NC","3728900","=""3728900""","23.11","2019-2023","2020","Census","United States"
"City","Halifax","NC","3728920","=""3728920""","25.75","2019-2023","2020","Census","United States"
"City","Hallsboro","NC","3729000","=""3729000""","0.00","2019-2023","2020","Census","United States"
"City","Hamilton","NC","3729120","=""3729120""","14.69","2019-2023","2020","Census","United States"
"City","Hamlet","NC","3729160","=""3729160""","9.83","2019-2023","2020","Census","United States"
"City","Hampstead","NC","3729180","=""3729180""","38.26","2019-2023","2020","Census","United States"
"City","Harkers Island","NC","3729560","=""3729560""","23.21","2019-2023","2020","Census","United States"
"City","Harmony","NC","3729640","=""3729640""","11.41","2019-2023","2020","Census","United States"
"City","Harrells","NC","3729680","=""3729680""","31.13","2019-2023","2020","Census","United States"
"City","Harrellsville","NC","3729720","=""3729720""","16.81","2019-2023","2020","Census","United States"
"City","Harrisburg","NC","3729800","=""3729800""","55.67","2019-2023","2020","Census","United States"
"City","Hassell","NC","3730040","=""3730040""","0.00","2019-2023","2020","Census","United States"
"City","Hatteras","NC","3730100","=""3730100""","49.59","2019-2023","2020","Census","United States"
"City","Havelock","NC","3730120","=""3730120""","16.94","2019-2023","2020","Census","United States"
"City","Haw River","NC","3730260","=""3730260""","21.50","2019-2023","2020","Census","United States"
"City","Hayesville","NC","3730280","=""3730280""","18.81","2019-2023","2020","Census","United States"
"City","Hays","NC","3730340","=""3730340""","19.23","2019-2023","2020","Census","United States"
"City","Hemby Bridge","NC","3730620","=""3730620""","20.50","2019-2023","2020","Census","United States"
"City","Henderson","NC","3730660","=""3730660""","16.21","2019-2023","2020","Census","United States"
"City","Hendersonville","NC","3730720","=""3730720""","37.94","2019-2023","2020","Census","United States"
"City","Henrietta","NC","3730800","=""3730800""","0.00","2019-2023","2020","Census","United States"
"City","Hertford","NC","3730900","=""3730900""","13.21","2019-2023","2020","Census","United States"
"City","Hickory","NC","3731060","=""3731060""","35.85","2019-2023","2020","Census","United States"
"City","Hiddenite","NC","3731260","=""3731260""","0.00","2019-2023","2020","Census","United States"
"City","Highlands","NC","3731360","=""3731360""","53.01","2019-2023","2020","Census","United States"
"City","High Point","NC","3731400","=""3731400""","33.94","2019-2023","2020","Census","United States"
"City","High Shoals","NC","3731440","=""3731440""","14.55","2019-2023","2020","Census","United States"
"City","Hightsville","NC","3731490","=""3731490""","14.78","2019-2023","2020","Census","United States"
"City","Hildebran","NC","3731500","=""3731500""","18.32","2019-2023","2020","Census","United States"
"City","Hillsborough","NC","3731620","=""3731620""","61.80","2019-2023","2020","Census","United States"
"City","Hobgood","NC","3731860","=""3731860""","18.52","2019-2023","2020","Census","United States"
"City","Hobucken","NC","3731880","=""3731880""","N/A","2019-2023","2020","Census","United States"
"City","Hoffman","NC","3731920","=""3731920""","3.19","2019-2023","2020","Census","United States"
"City","Holden Beach","NC","3731960","=""3731960""","71.18","2019-2023","2020","Census","United States"
"City","Hollister","NC","3732100","=""3732100""","15.36","2019-2023","2020","Census","United States"
"City","Holly Ridge","NC","3732180","=""3732180""","49.39","2019-2023","2020","Census","United States"
"City","Holly Springs","NC","3732260","=""3732260""","67.71","2019-2023","2020","Census","United States"
"City","Hookerton","NC","3732540","=""3732540""","9.94","2019-2023","2020","Census","United States"
"City","Hoopers Creek","NC","3732580","=""3732580""","20.41","2019-2023","2020","Census","United States"
"City","Hope Mills","NC","3732640","=""3732640""","23.62","2019-2023","2020","Census","United States"
"City","Horse Shoe","NC","3732740","=""3732740""","48.53","2019-2023","2020","Census","United States"
"City","Hot Springs","NC","3732840","=""3732840""","25.33","2019-2023","2020","Census","United States"
"City","Hudson","NC","3732980","=""3732980""","25.39","2019-2023","2020","Census","United States"
"City","Huntersville","NC","3733120","=""3733120""","57.35","2019-2023","2020","Census","United States"
"City","Icard","NC","3733320","=""3733320""","6.27","2019-2023","2020","Census","United States"
"City","Indian Beach","NC","3733460","=""3733460""","65.99","2019-2023","2020","Census","United States"
"City","Indian Trail","NC","3733560","=""3733560""","41.06","2019-2023","2020","Census","United States"
"City","Ingold","NC","3733640","=""3733640""","15.43","2019-2023","2020","Census","United States"
"City","Iron Station","NC","3733820","=""3733820""","13.57","2019-2023","2020","Census","United States"
"City","Ivanhoe","NC","3733940","=""3733940""","0.00","2019-2023","2020","Census","United States"
"City","JAARS","NC","3733993","=""3733993""","38.55","2019-2023","2020","Census","United States"
"City","Jackson","NC","3734000","=""3734000""","18.27","2019-2023","2020","Census","United States"
"City","Jackson Heights","NC","3734038","=""3734038""","1.77","2019-2023","2020","Census","United States"
"City","Jackson Springs","NC","3734160","=""3734160""","0.00","2019-2023","2020","Census","United States"
"City","Jacksonville","NC","3734200","=""3734200""","25.04","2019-2023","2020","Census","United States"
"City","James City","NC","3734260","=""3734260""","24.23","2019-2023","2020","Census","United States"
"City","Jamestown","NC","3734300","=""3734300""","51.82","2019-2023","2020","Census","United States"
"City","Jamesville","NC","3734320","=""3734320""","40.27","2019-2023","2020","Census","United States"
"City","Jefferson","NC","3734440","=""3734440""","9.42","2019-2023","2020","Census","United States"
"City","Jonesville","NC","3734840","=""3734840""","6.58","2019-2023","2020","Census","United States"
"City","Kannapolis","NC","3735200","=""3735200""","28.09","2019-2023","2020","Census","United States"
"City","Keener","NC","3735340","=""3735340""","6.94","2019-2023","2020","Census","United States"
"City","Kelford","NC","3735360","=""3735360""","5.32","2019-2023","2020","Census","United States"
"City","Kelly","NC","3735440","=""3735440""","0.00","2019-2023","2020","Census","United States"
"City","Kenansville","NC","3735460","=""3735460""","25.37","2019-2023","2020","Census","United States"
"City","Kenly","NC","3735540","=""3735540""","7.67","2019-2023","2020","Census","United States"
"City","Kernersville","NC","3735600","=""3735600""","36.23","2019-2023","2020","Census","United States"
"City","Kill Devil Hills","NC","3735720","=""3735720""","44.05","2019-2023","2020","Census","United States"
"City","King","NC","3735760","=""3735760""","28.16","2019-2023","2020","Census","United States"
"City","Kings Grant","NC","3735870","=""3735870""","25.81","2019-2023","2020","Census","United States"
"City","Kings Mountain","NC","3735880","=""3735880""","17.02","2019-2023","2020","Census","United States"
