"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Median Household Income","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"City","Chamois","MO","2913060","=""2913060""","37857","2019-2023","2020","Census","United States"
"City","Champ","MO","2913078","=""2913078""","N/A","2019-2023","2020","Census","United States"
"City","Charlack","MO","2913330","=""2913330""","53393","2019-2023","2020","Census","United States"
"City","Charleston","MO","2913366","=""2913366""","35139","2019-2023","2020","Census","United States"
"City","Charmwood","MO","2913390","=""2913390""","N/A","2019-2023","2020","Census","United States"
"City","Cherokee Pass","MO","2913474","=""2913474""","N/A","2019-2023","2020","Census","United States"
"City","Chesapeake","MO","2913582","=""2913582""","N/A","2019-2023","2020","Census","United States"
"City","Chesterfield","MO","2913600","=""2913600""","133380","2019-2023","2020","Census","United States"
"City","Chilhowee","MO","2913654","=""2913654""","54000","2019-2023","2020","Census","United States"
"City","Chillicothe","MO","2913690","=""2913690""","51231","2019-2023","2020","Census","United States"
"City","Chula","MO","2913852","=""2913852""","39792","2019-2023","2020","Census","United States"
"City","Clarence","MO","2913978","=""2913978""","29306","2019-2023","2020","Census","United States"
"City","Clark","MO","2914068","=""2914068""","48125","2019-2023","2020","Census","United States"
"City","Clarksburg","MO","2914140","=""2914140""","42500","2019-2023","2020","Census","United States"
"City","Clarksdale","MO","2914158","=""2914158""","66000","2019-2023","2020","Census","United States"
"City","Clarkson Valley","MO","2914176","=""2914176""","238333","2019-2023","2020","Census","United States"
"City","Clarksville","MO","2914194","=""2914194""","62045","2019-2023","2020","Census","United States"
"City","Clarkton","MO","2914212","=""2914212""","45568","2019-2023","2020","Census","United States"
"City","Claycomo","MO","2914554","=""2914554""","49649","2019-2023","2020","Census","United States"
"City","Clayton","MO","2914572","=""2914572""","128898","2019-2023","2020","Census","United States"
"City","Clearmont","MO","2914662","=""2914662""","36875","2019-2023","2020","Census","United States"
"City","Cleveland","MO","2914770","=""2914770""","83911","2019-2023","2020","Census","United States"
"City","Clever","MO","2914788","=""2914788""","77403","2019-2023","2020","Census","United States"
"City","Cliff Village","MO","2914806","=""2914806""","N/A","2019-2023","2020","Census","United States"
"City","Clifton Hill","MO","2914896","=""2914896""","45875","2019-2023","2020","Census","United States"
"City","Climax Springs","MO","2914914","=""2914914""","N/A","2019-2023","2020","Census","United States"
"City","Clinton","MO","2914986","=""2914986""","50852","2019-2023","2020","Census","United States"
"City","Clyde","MO","2915130","=""2915130""","58750","2019-2023","2020","Census","United States"
"City","Cobalt","MO","2915220","=""2915220""","28542","2019-2023","2020","Census","United States"
"City","Coffey","MO","2915274","=""2915274""","25625","2019-2023","2020","Census","United States"
"City","Cole Camp","MO","2915436","=""2915436""","35547","2019-2023","2020","Census","United States"
"City","Collins","MO","2915562","=""2915562""","40417","2019-2023","2020","Census","United States"
"City","Columbia","MO","2915670","=""2915670""","64488","2019-2023","2020","Census","United States"
"City","Commerce","MO","2915760","=""2915760""","N/A","2019-2023","2020","Census","United States"
"City","Conception","MO","2915886","=""2915886""","46750","2019-2023","2020","Census","United States"
"City","Conception Junction","MO","2915922","=""2915922""","53333","2019-2023","2020","Census","United States"
"City","Concord","MO","2916030","=""2916030""","84389","2019-2023","2020","Census","United States"
"City","Concordia","MO","2916102","=""2916102""","56192","2019-2023","2020","Census","United States"
"City","Coney Island","MO","2916115","=""2916115""","48750","2019-2023","2020","Census","United States"
"City","Connelsville","MO","2916138","=""2916138""","N/A","2019-2023","2020","Census","United States"
"City","Conway","MO","2916192","=""2916192""","34153","2019-2023","2020","Census","United States"
"City","Cool Valley","MO","2916228","=""2916228""","50417","2019-2023","2020","Census","United States"
"City","Cooter","MO","2916336","=""2916336""","50714","2019-2023","2020","Census","United States"
"City","Corder","MO","2916408","=""2916408""","83375","2019-2023","2020","Census","United States"
"City","Corning","MO","2916462","=""2916462""","N/A","2019-2023","2020","Census","United States"
"City","Cosby","MO","2916588","=""2916588""","58125","2019-2023","2020","Census","United States"
"City","Cottleville","MO","2916678","=""2916678""","114420","2019-2023","2020","Census","United States"
"City","Country Club","MO","2916802","=""2916802""","82614","2019-2023","2020","Census","United States"
"City","Country Club Hills","MO","2916822","=""2916822""","48132","2019-2023","2020","Census","United States"
"City","Country Life Acres","MO","2916876","=""2916876""","250001","2019-2023","2020","Census","United States"
"City","Cowgill","MO","2916984","=""2916984""","43571","2019-2023","2020","Census","United States"
"City","Craig","MO","2917056","=""2917056""","36875","2019-2023","2020","Census","United States"
"City","Crane","MO","2917074","=""2917074""","47892","2019-2023","2020","Census","United States"
"City","Creighton","MO","2917164","=""2917164""","58571","2019-2023","2020","Census","United States"
"City","Crestwood","MO","2917218","=""2917218""","115512","2019-2023","2020","Census","United States"
"City","Creve Coeur","MO","2917272","=""2917272""","119454","2019-2023","2020","Census","United States"
"City","Crocker","MO","2917344","=""2917344""","54519","2019-2023","2020","Census","United States"
"City","Cross Timbers","MO","2917524","=""2917524""","53529","2019-2023","2020","Census","United States"
"City","Crystal City","MO","2917632","=""2917632""","64650","2019-2023","2020","Census","United States"
"City","Crystal Lake Park","MO","2917650","=""2917650""","142292","2019-2023","2020","Census","United States"
"City","Crystal Lakes","MO","2917660","=""2917660""","66964","2019-2023","2020","Census","United States"
"City","Cuba","MO","2917668","=""2917668""","44217","2019-2023","2020","Census","United States"
"City","Curryville","MO","2917902","=""2917902""","47500","2019-2023","2020","Census","United States"
"City","Dadeville","MO","2917992","=""2917992""","66250","2019-2023","2020","Census","United States"
"City","Dalton","MO","2918118","=""2918118""","N/A","2019-2023","2020","Census","United States"
"City","Danville","MO","2918190","=""2918190""","N/A","2019-2023","2020","Census","United States"
"City","Dardenne Prairie","MO","2918253","=""2918253""","155585","2019-2023","2020","Census","United States"
"City","Darlington","MO","2918316","=""2918316""","18125","2019-2023","2020","Census","United States"
"City","Dawn","MO","2918496","=""2918496""","55278","2019-2023","2020","Census","United States"
"City","Dearborn","MO","2918658","=""2918658""","48333","2019-2023","2020","Census","United States"
"City","Deepwater","MO","2918730","=""2918730""","31250","2019-2023","2020","Census","United States"
"City","Deerfield","MO","2918802","=""2918802""","N/A","2019-2023","2020","Census","United States"
"City","Deering","MO","2918838","=""2918838""","46250","2019-2023","2020","Census","United States"
"City","Defiance","MO","2918910","=""2918910""","199519","2019-2023","2020","Census","United States"
"City","De Kalb","MO","2918946","=""2918946""","92143","2019-2023","2020","Census","United States"
"City","Dellwood","MO","2919018","=""2919018""","71171","2019-2023","2020","Census","United States"
"City","Delta","MO","2919072","=""2919072""","45000","2019-2023","2020","Census","United States"
"City","Dennis Acres","MO","2919090","=""2919090""","100250","2019-2023","2020","Census","United States"
"City","Denton","MO","2919144","=""2919144""","120643","2019-2023","2020","Census","United States"
"City","Denver","MO","2919162","=""2919162""","24643","2019-2023","2020","Census","United States"
"City","Des Arc","MO","2919198","=""2919198""","62188","2019-2023","2020","Census","United States"
"City","Desloge","MO","2919216","=""2919216""","63018","2019-2023","2020","Census","United States"
"City","De Soto","MO","2919252","=""2919252""","46181","2019-2023","2020","Census","United States"
"City","Des Peres","MO","2919270","=""2919270""","214167","2019-2023","2020","Census","United States"
"City","De Witt","MO","2919378","=""2919378""","N/A","2019-2023","2020","Census","United States"
"City","Dexter","MO","2919396","=""2919396""","47647","2019-2023","2020","Census","United States"
"City","Diamond","MO","2919432","=""2919432""","74000","2019-2023","2020","Census","United States"
"City","Diehlstadt","MO","2919486","=""2919486""","42500","2019-2023","2020","Census","United States"
"City","Diggins","MO","2919504","=""2919504""","75125","2019-2023","2020","Census","United States"
"City","Dixon","MO","2919630","=""2919630""","50260","2019-2023","2020","Census","United States"
"City","Doe Run","MO","2919684","=""2919684""","76447","2019-2023","2020","Census","United States"
"City","Doniphan","MO","2919792","=""2919792""","43309","2019-2023","2020","Census","United States"
"City","Doolittle","MO","2919828","=""2919828""","44500","2019-2023","2020","Census","United States"
"City","Dover","MO","2919918","=""2919918""","53125","2019-2023","2020","Census","United States"
"City","Downing","MO","2919990","=""2919990""","32292","2019-2023","2020","Census","United States"
"City","Drexel","MO","2920134","=""2920134""","51910","2019-2023","2020","Census","United States"
"City","Dudley","MO","2920296","=""2920296""","51875","2019-2023","2020","Census","United States"
"City","Duenweg","MO","2920314","=""2920314""","53839","2019-2023","2020","Census","United States"
"City","Duquesne","MO","2920512","=""2920512""","52372","2019-2023","2020","Census","United States"
"City","Dutchtown","MO","2920566","=""2920566""","84853","2019-2023","2020","Census","United States"
"City","Eagle Rock","MO","2920656","=""2920656""","N/A","2019-2023","2020","Census","United States"
"City","Eagleville","MO","2920674","=""2920674""","40625","2019-2023","2020","Census","United States"
"City","East Lynne","MO","2920980","=""2920980""","47250","2019-2023","2020","Census","United States"
"City","Easton","MO","2921034","=""2921034""","58967","2019-2023","2020","Census","United States"
"City","East Prairie","MO","2921052","=""2921052""","31159","2019-2023","2020","Census","United States"
"City","Edgar Springs","MO","2921214","=""2921214""","50341","2019-2023","2020","Census","United States"
"City","Edgerton","MO","2921250","=""2921250""","56250","2019-2023","2020","Census","United States"
"City","Edina","MO","2921322","=""2921322""","42125","2019-2023","2020","Census","United States"
"City","Edinburg","MO","2921340","=""2921340""","34167","2019-2023","2020","Census","United States"
"City","Edmundson","MO","2921376","=""2921376""","51141","2019-2023","2020","Census","United States"
"City","Eldon","MO","2921484","=""2921484""","39202","2019-2023","2020","Census","United States"
"City","El Dorado Springs","MO","2921502","=""2921502""","31982","2019-2023","2020","Census","United States"
"City","Ellington","MO","2921844","=""2921844""","33953","2019-2023","2020","Census","United States"
"City","Ellisville","MO","2921898","=""2921898""","105276","2019-2023","2020","Census","United States"
"City","Ellsinore","MO","2921916","=""2921916""","48693","2019-2023","2020","Census","United States"
"City","Elmer","MO","2921988","=""2921988""","34583","2019-2023","2020","Census","United States"
"City","Elmira","MO","2922006","=""2922006""","48750","2019-2023","2020","Census","United States"
"City","Elmo","MO","2922024","=""2922024""","65179","2019-2023","2020","Census","United States"
"City","Elsberry","MO","2922114","=""2922114""","49226","2019-2023","2020","Census","United States"
"City","Emerald Beach","MO","2922250","=""2922250""","44444","2019-2023","2020","Census","United States"
"City","Eminence","MO","2922276","=""2922276""","30000","2019-2023","2020","Census","United States"
"City","Emma","MO","2922312","=""2922312""","78750","2019-2023","2020","Census","United States"
"City","Eolia","MO","2922474","=""2922474""","57500","2019-2023","2020","Census","United States"
"City","Essex","MO","2922600","=""2922600""","63854","2019-2023","2020","Census","United States"
"City","Ethel","MO","2922672","=""2922672""","N/A","2019-2023","2020","Census","United States"
"City","Eugene","MO","2922798","=""2922798""","59083","2019-2023","2020","Census","United States"
"City","Eureka","MO","2922834","=""2922834""","108947","2019-2023","2020","Census","United States"
"City","Evergreen","MO","2922951","=""2922951""","46908","2019-2023","2020","Census","United States"
"City","Everton","MO","2922996","=""2922996""","36023","2019-2023","2020","Census","United States"
"City","Ewing","MO","2923032","=""2923032""","51719","2019-2023","2020","Census","United States"
"City","Excello","MO","2923050","=""2923050""","47727","2019-2023","2020","Census","United States"
"City","Excelsior Estates","MO","2923077","=""2923077""","76985","2019-2023","2020","Census","United States"
"City","Excelsior Springs","MO","2923086","=""2923086""","74056","2019-2023","2020","Census","United States"
"City","Exeter","MO","2923122","=""2923122""","48214","2019-2023","2020","Census","United States"
"City","Fairdealing","MO","2923248","=""2923248""","49039","2019-2023","2020","Census","United States"
"City","Fairfax","MO","2923266","=""2923266""","54107","2019-2023","2020","Census","United States"
"City","Fair Grove","MO","2923338","=""2923338""","71447","2019-2023","2020","Census","United States"
"City","Fair Play","MO","2923428","=""2923428""","37125","2019-2023","2020","Census","United States"
"City","Fairview","MO","2923518","=""2923518""","67500","2019-2023","2020","Census","United States"
"City","Farber","MO","2923662","=""2923662""","42094","2019-2023","2020","Census","United States"
"City","Farley","MO","2923698","=""2923698""","103750","2019-2023","2020","Census","United States"
"City","Farmington","MO","2923752","=""2923752""","49882","2019-2023","2020","Census","United States"
"City","Faucett","MO","2923824","=""2923824""","106818","2019-2023","2020","Census","United States"
"City","Fayette","MO","2923842","=""2923842""","58750","2019-2023","2020","Census","United States"
"City","Fenton","MO","2923950","=""2923950""","97991","2019-2023","2020","Census","United States"
"City","Ferguson","MO","2923986","=""2923986""","46106","2019-2023","2020","Census","United States"
"City","Ferrelview","MO","2924058","=""2924058""","43487","2019-2023","2020","Census","United States"
"City","Festus","MO","2924094","=""2924094""","70085","2019-2023","2020","Census","United States"
"City","Fidelity","MO","2924120","=""2924120""","51458","2019-2023","2020","Census","United States"
"City","Fillmore","MO","2924184","=""2924184""","44375","2019-2023","2020","Census","United States"
"City","Fisk","MO","2924328","=""2924328""","48036","2019-2023","2020","Census","United States"
"City","Fleming","MO","2924562","=""2924562""","46250","2019-2023","2020","Census","United States"
"City","Flemington","MO","2924580","=""2924580""","47917","2019-2023","2020","Census","United States"
"City","Flint Hill","MO","2924688","=""2924688""","79688","2019-2023","2020","Census","United States"
"City","Flordell Hills","MO","2924706","=""2924706""","31786","2019-2023","2020","Census","United States"
"City","Florida","MO","2924760","=""2924760""","N/A","2019-2023","2020","Census","United States"
"City","Florissant","MO","2924778","=""2924778""","66344","2019-2023","2020","Census","United States"
"City","Foley","MO","2924886","=""2924886""","64000","2019-2023","2020","Census","United States"
"City","Fordland","MO","2925012","=""2925012""","49167","2019-2023","2020","Census","United States"
"City","Forest City","MO","2925066","=""2925066""","45750","2019-2023","2020","Census","United States"
"City","Foristell","MO","2925120","=""2925120""","112823","2019-2023","2020","Census","United States"
"City","Forsyth","MO","2925192","=""2925192""","44352","2019-2023","2020","Census","United States"
"City","Fortescue","MO","2925228","=""2925228""","N/A","2019-2023","2020","Census","United States"
"City","Fort Leonard Wood","MO","2925264","=""2925264""","68629","2019-2023","2020","Census","United States"
"City","Fortuna","MO","2925300","=""2925300""","41042","2019-2023","2020","Census","United States"
"City","Foster","MO","2925372","=""2925372""","51667","2019-2023","2020","Census","United States"
"City","Fountain N' Lakes","MO","2925411","=""2925411""","N/A","2019-2023","2020","Census","United States"
"City","Frankclay","MO","2925516","=""2925516""","N/A","2019-2023","2020","Census","United States"
"City","Frankford","MO","2925552","=""2925552""","48750","2019-2023","2020","Census","United States"
"City","Franklin","MO","2925624","=""2925624""","N/A","2019-2023","2020","Census","United States"
"City","Fredericktown","MO","2925768","=""2925768""","53681","2019-2023","2020","Census","United States"
"City","Freeburg","MO","2925822","=""2925822""","46719","2019-2023","2020","Census","United States"
"City","Freeman","MO","2925894","=""2925894""","63750","2019-2023","2020","Census","United States"
"City","Freistatt","MO","2925912","=""2925912""","48036","2019-2023","2020","Census","United States"
"City","Fremont","MO","2925948","=""2925948""","N/A","2019-2023","2020","Census","United States"
"City","Fremont Hills","MO","2925957","=""2925957""","144250","2019-2023","2020","Census","United States"
"City","Friedenswald","MO","2926000","=""2926000""","N/A","2019-2023","2020","Census","United States"
"City","Frisbee","MO","2926020","=""2926020""","N/A","2019-2023","2020","Census","United States"
"City","Frohna","MO","2926092","=""2926092""","54375","2019-2023","2020","Census","United States"
"City","Frontenac","MO","2926110","=""2926110""","225813","2019-2023","2020","Census","United States"
"City","Fulton","MO","2926182","=""2926182""","55015","2019-2023","2020","Census","United States"
"City","Gainesville","MO","2926218","=""2926218""","31087","2019-2023","2020","Census","United States"
"City","Galena","MO","2926254","=""2926254""","42125","2019-2023","2020","Census","United States"
"City","Gallatin","MO","2926308","=""2926308""","43322","2019-2023","2020","Census","United States"
"City","Galt","MO","2926362","=""2926362""","23194","2019-2023","2020","Census","United States"
"City","Garden City","MO","2926434","=""2926434""","63625","2019-2023","2020","Census","United States"
"City","Gasconade","MO","2926578","=""2926578""","42143","2019-2023","2020","Census","United States"
"City","Gentry","MO","2926776","=""2926776""","78281","2019-2023","2020","Census","United States"
"City","Gerald","MO","2926866","=""2926866""","56250","2019-2023","2020","Census","United States"
"City","Gerster","MO","2926902","=""2926902""","43750","2019-2023","2020","Census","United States"
"City","Gibbs","MO","2926920","=""2926920""","N/A","2019-2023","2020","Census","United States"
"City","Gideon","MO","2926974","=""2926974""","51667","2019-2023","2020","Census","United States"
"City","Gilliam","MO","2927028","=""2927028""","36607","2019-2023","2020","Census","United States"
"City","Gilman City","MO","2927064","=""2927064""","52875","2019-2023","2020","Census","United States"
"City","Ginger Blue","MO","2927100","=""2927100""","38828","2019-2023","2020","Census","United States"
"City","Gladstone","MO","2927190","=""2927190""","72134","2019-2023","2020","Census","United States"
"City","Glasgow","MO","2927208","=""2927208""","45703","2019-2023","2020","Census","United States"
"City","Glasgow Village","MO","2927226","=""2927226""","38571","2019-2023","2020","Census","United States"
"City","Glenaire","MO","2927262","=""2927262""","91000","2019-2023","2020","Census","United States"
"City","Glen Allen","MO","2927280","=""2927280""","37917","2019-2023","2020","Census","United States"
"City","Glendale","MO","2927334","=""2927334""","168750","2019-2023","2020","Census","United States"
"City","Glen Echo Park","MO","2927370","=""2927370""","57143","2019-2023","2020","Census","United States"
"City","Glenwood","MO","2927514","=""2927514""","52188","2019-2023","2020","Census","United States"
"City","Golden","MO","2927658","=""2927658""","44091","2019-2023","2020","Census","United States"
"City","Golden City","MO","2927676","=""2927676""","38500","2019-2023","2020","Census","United States"
"City","Goodman","MO","2927874","=""2927874""","42610","2019-2023","2020","Census","United States"
"City","Goose Creek Lake","MO","2927924","=""2927924""","55147","2019-2023","2020","Census","United States"
"City","Gordonville","MO","2927928","=""2927928""","83056","2019-2023","2020","Census","United States"
"City","Goss","MO","2928000","=""2928000""","N/A","2019-2023","2020","Census","United States"
"City","Gower","MO","2928036","=""2928036""","80057","2019-2023","2020","Census","United States"
"City","Graham","MO","2928072","=""2928072""","29167","2019-2023","2020","Census","United States"
"City","Grain Valley","MO","2928090","=""2928090""","87266","2019-2023","2020","Census","United States"
"City","Granby","MO","2928108","=""2928108""","45655","2019-2023","2020","Census","United States"
"City","Grand Falls Plaza","MO","2928170","=""2928170""","77750","2019-2023","2020","Census","United States"
"City","Grandin","MO","2928180","=""2928180""","30096","2019-2023","2020","Census","United States"
"City","Grand Pass","MO","2928198","=""2928198""","20313","2019-2023","2020","Census","United States"
"City","Grandview","MO","2928324","=""2928324""","53431","2019-2023","2020","Census","United States"
"City","Granger","MO","2928360","=""2928360""","81354","2019-2023","2020","Census","United States"
"City","Grant City","MO","2928594","=""2928594""","41250","2019-2023","2020","Census","United States"
"City","Grantwood Village","MO","2928630","=""2928630""","134844","2019-2023","2020","Census","United States"
"City","Gravois Mills","MO","2928828","=""2928828""","48125","2019-2023","2020","Census","United States"
"City","Grayhawk","MO","2928860","=""2928860""","49808","2019-2023","2020","Census","United States"
"City","Grayridge","MO","2928864","=""2928864""","61000","2019-2023","2020","Census","United States"
"City","Grayson","MO","2928882","=""2928882""","N/A","2019-2023","2020","Census","United States"
"City","Gray Summit","MO","2928918","=""2928918""","54883","2019-2023","2020","Census","United States"
"City","Greencastle","MO","2929116","=""2929116""","56250","2019-2023","2020","Census","United States"
"City","Green City","MO","2929134","=""2929134""","35602","2019-2023","2020","Census","United States"
"City","Greendale","MO","2929152","=""2929152""","40547","2019-2023","2020","Census","United States"
"City","Greenfield","MO","2929206","=""2929206""","32930","2019-2023","2020","Census","United States"
"City","Green Park","MO","2929324","=""2929324""","75833","2019-2023","2020","Census","United States"
"City","Green Ridge","MO","2929332","=""2929332""","61838","2019-2023","2020","Census","United States"
"City","Greentop","MO","2929422","=""2929422""","52188","2019-2023","2020","Census","United States"
"City","Greenville","MO","2929476","=""2929476""","39450","2019-2023","2020","Census","United States"
"City","Greenwood","MO","2929494","=""2929494""","104638","2019-2023","2020","Census","United States"
"City","Grovespring","MO","2929656","=""2929656""","N/A","2019-2023","2020","Census","United States"
"City","Guilford","MO","2929692","=""2929692""","44167","2019-2023","2020","Census","United States"
"City","Gunn City","MO","2929764","=""2929764""","52500","2019-2023","2020","Census","United States"
"City","Hale","MO","2929908","=""2929908""","50313","2019-2023","2020","Census","United States"
"City","Halfway","MO","2929962","=""2929962""","40139","2019-2023","2020","Census","United States"
"City","Hallsville","MO","2929998","=""2929998""","66518","2019-2023","2020","Census","United States"
"City","Halltown","MO","2930016","=""2930016""","14821","2019-2023","2020","Census","United States"
"City","Hamilton","MO","2930034","=""2930034""","56548","2019-2023","2020","Census","United States"
"City","Hanley Hills","MO","2930196","=""2930196""","50388","2019-2023","2020","Census","United States"
"City","Hannibal","MO","2930214","=""2930214""","54071","2019-2023","2020","Census","United States"
"City","Hardin","MO","2930322","=""2930322""","75606","2019-2023","2020","Census","United States"
"City","Harris","MO","2930466","=""2930466""","62500","2019-2023","2020","Census","United States"
"City","Harrisburg","MO","2930484","=""2930484""","51250","2019-2023","2020","Census","United States"
"City","Harrisonville","MO","2930610","=""2930610""","60727","2019-2023","2020","Census","United States"
"City","Hartsburg","MO","2930718","=""2930718""","41667","2019-2023","2020","Census","United States"
"City","Hartville","MO","2930754","=""2930754""","28125","2019-2023","2020","Census","United States"
"City","Hartwell","MO","2930772","=""2930772""","N/A","2019-2023","2020","Census","United States"
"City","Harviell","MO","2930844","=""2930844""","N/A","2019-2023","2020","Census","United States"
"City","Harwood","MO","2930862","=""2930862""","N/A","2019-2023","2020","Census","United States"
"City","Hawk Point","MO","2931024","=""2931024""","49205","2019-2023","2020","Census","United States"
"City","Hayti","MO","2931132","=""2931132""","25486","2019-2023","2020","Census","United States"
"City","Hayti Heights","MO","2931168","=""2931168""","21250","2019-2023","2020","Census","United States"
"City","Hayward","MO","2931186","=""2931186""","81528","2019-2023","2020","Census","United States"
"City","Haywood City","MO","2931204","=""2931204""","31719","2019-2023","2020","Census","United States"
"City","Hazelwood","MO","2931276","=""2931276""","55930","2019-2023","2020","Census","United States"
"City","Henrietta","MO","2931654","=""2931654""","57917","2019-2023","2020","Census","United States"
"City","Herculaneum","MO","2931708","=""2931708""","88778","2019-2023","2020","Census","United States"
"City","Hermann","MO","2931762","=""2931762""","57578","2019-2023","2020","Census","United States"
"City","Hermitage","MO","2931780","=""2931780""","22813","2019-2023","2020","Census","United States"
"City","Higbee","MO","2931924","=""2931924""","36146","2019-2023","2020","Census","United States"
"City","Higginsville","MO","2931960","=""2931960""","76409","2019-2023","2020","Census","United States"
"City","High Hill","MO","2931996","=""2931996""","65625","2019-2023","2020","Census","United States"
"City","Highlandville","MO","2932068","=""2932068""","58438","2019-2023","2020","Census","United States"
"City","High Ridge","MO","2932140","=""2932140""","75040","2019-2023","2020","Census","United States"
"City","Hillsboro","MO","2932248","=""2932248""","65278","2019-2023","2020","Census","United States"
"City","Hillsdale","MO","2932266","=""2932266""","39722","2019-2023","2020","Census","United States"
"City","Hoberg","MO","2932410","=""2932410""","50000","2019-2023","2020","Census","United States"
"City","Holcomb","MO","2932536","=""2932536""","54500","2019-2023","2020","Census","United States"
"City","Holden","MO","2932572","=""2932572""","68324","2019-2023","2020","Census","United States"
"City","Holland","MO","2932590","=""2932590""","36094","2019-2023","2020","Census","United States"
"City","Holliday","MO","2932626","=""2932626""","37045","2019-2023","2020","Census","United States"
"City","Hollister","MO","2932662","=""2932662""","57778","2019-2023","2020","Census","United States"
"City","Hollywood","MO","2932698","=""2932698""","N/A","2019-2023","2020","Census","United States"
"City","Holt","MO","2932752","=""2932752""","75060","2019-2023","2020","Census","United States"
"City","Holts Summit","MO","2932770","=""2932770""","81927","2019-2023","2020","Census","United States"
"City","Homestead","MO","2932806","=""2932806""","63750","2019-2023","2020","Census","United States"
"City","Homestown","MO","2932824","=""2932824""","N/A","2019-2023","2020","Census","United States"
"City","Hopkins","MO","2933004","=""2933004""","46250","2019-2023","2020","Census","United States"
"City","Horine","MO","2933040","=""2933040""","N/A","2019-2023","2020","Census","United States"
"City","Hornersville","MO","2933076","=""2933076""","43750","2019-2023","2020","Census","United States"
"City","Houston","MO","2933238","=""2933238""","41250","2019-2023","2020","Census","United States"
"City","Houstonia","MO","2933256","=""2933256""","37396","2019-2023","2020","Census","United States"
"City","Houston Lake","MO","2933292","=""2933292""","81250","2019-2023","2020","Census","United States"
"City","Howardville","MO","2933364","=""2933364""","13889","2019-2023","2020","Census","United States"
"City","Hughesville","MO","2933652","=""2933652""","53333","2019-2023","2020","Census","United States"
"City","Humansville","MO","2933706","=""2933706""","34904","2019-2023","2020","Census","United States"
"City","Hume","MO","2933724","=""2933724""","50417","2019-2023","2020","Census","United States"
"City","Humphreys","MO","2933742","=""2933742""","61250","2019-2023","2020","Census","United States"
"City","Hunnewell","MO","2933760","=""2933760""","51136","2019-2023","2020","Census","United States"
"City","Hunter","MO","2933778","=""2933778""","41339","2019-2023","2020","Census","United States"
"City","Huntleigh","MO","2933850","=""2933850""","250001","2019-2023","2020","Census","United States"
"City","Huntsdale","MO","2933868","=""2933868""","N/A","2019-2023","2020","Census","United States"
"City","Huntsville","MO","2933886","=""2933886""","52266","2019-2023","2020","Census","United States"
"City","Hurdland","MO","2933904","=""2933904""","33750","2019-2023","2020","Census","United States"
"City","Hurley","MO","2933922","=""2933922""","47188","2019-2023","2020","Census","United States"
"City","Iantha","MO","2934192","=""2934192""","N/A","2019-2023","2020","Census","United States"
"City","Iatan","MO","2934210","=""2934210""","84000","2019-2023","2020","Census","United States"
"City","Iberia","MO","2934228","=""2934228""","57083","2019-2023","2020","Census","United States"
"City","Imperial","MO","2934354","=""2934354""","87949","2019-2023","2020","Census","United States"
"City","Independence","MO","2935000","=""2935000""","59480","2019-2023","2020","Census","United States"
"City","Indian Lake","MO","2935180","=""2935180""","89583","2019-2023","2020","Census","United States"
"City","Indian Point","MO","2935186","=""2935186""","62000","2019-2023","2020","Census","United States"
"City","Innsbrook","MO","2935240","=""2935240""","144250","2019-2023","2020","Census","United States"
"City","Ionia","MO","2935306","=""2935306""","14750","2019-2023","2020","Census","United States"
"City","Irena","MO","2935324","=""2935324""","180000","2019-2023","2020","Census","United States"
"City","Irondale","MO","2935396","=""2935396""","31750","2019-2023","2020","Census","United States"
"City","Iron Mountain Lake","MO","2935450","=""2935450""","30395","2019-2023","2020","Census","United States"
"City","Ironton","MO","2935468","=""2935468""","42415","2019-2023","2020","Census","United States"
"City","Irwin","MO","2935486","=""2935486""","N/A","2019-2023","2020","Census","United States"
"City","Jackson","MO","2935648","=""2935648""","80435","2019-2023","2020","Census","United States"
"City","Jacksonville","MO","2936224","=""2936224""","45000","2019-2023","2020","Census","United States"
"City","Jameson","MO","2936314","=""2936314""","40089","2019-2023","2020","Census","United States"
"City","Jamesport","MO","2936332","=""2936332""","46875","2019-2023","2020","Census","United States"
"City","Jamestown","MO","2936368","=""2936368""","58889","2019-2023","2020","Census","United States"
"City","Jane","MO","2936422","=""2936422""","64375","2019-2023","2020","Census","United States"
"City","Jasper","MO","2936512","=""2936512""","48750","2019-2023","2020","Census","United States"
"City","Jefferson City","MO","2937000","=""2937000""","67205","2019-2023","2020","Census","United States"
"City","Jennings","MO","2937178","=""2937178""","37356","2019-2023","2020","Census","United States"
"City","Jerico Springs","MO","2937214","=""2937214""","50000","2019-2023","2020","Census","United States"
"City","Jonesburg","MO","2937574","=""2937574""","83750","2019-2023","2020","Census","United States"
"City","Joplin","MO","2937592","=""2937592""","51154","2019-2023","2020","Census","United States"
"City","Josephville","MO","2937700","=""2937700""","111875","2019-2023","2020","Census","United States"
"City","Junction City","MO","2937736","=""2937736""","25833","2019-2023","2020","Census","United States"
"City","Kahoka","MO","2937790","=""2937790""","35993","2019-2023","2020","Census","United States"
"City","Kansas City","MO","2938000","=""2938000""","67449","2019-2023","2020","Census","United States"
"City","Kearney","MO","2938072","=""2938072""","102523","2019-2023","2020","Census","United States"
"City","Kelso","MO","2938216","=""2938216""","54853","2019-2023","2020","Census","United States"
"City","Kennett","MO","2938306","=""2938306""","53164","2019-2023","2020","Census","United States"
